Date,High,Low,Open,Close,Volume,Adj Close,GILD-15ma,GILD-50ma,GILD-100ma,GILD-200ma
2000-01-03,1.80078125,1.716796875,1.78515625,1.759765625,54070400.0,1.5559765100479126,1.5559765100479126,1.5559765100479126,1.5559765100479126,1.5559765100479126
2000-01-04,1.71875,1.6640625,1.703125,1.6796875,38960000.0,1.4851717948913574,1.520574152469635,1.520574152469635,1.520574152469635,1.520574152469635
2000-01-05,1.68359375,1.64453125,1.6796875,1.666015625,24038400.0,1.4730833768844604,1.5047438939412434,1.5047438939412434,1.5047438939412434,1.5047438939412434
2000-01-06,1.7890625,1.65625,1.65625,1.779296875,35760000.0,1.5732460021972656,1.521869421005249,1.521869421005249,1.521869421005249,1.521869421005249
2000-01-07,2.1015625,1.794921875,1.796875,2.05078125,67779200.0,1.8132914304733276,1.5801538228988647,1.5801538228988647,1.5801538228988647,1.5801538228988647
2000-01-10,2.451171875,2.05078125,2.05859375,2.318359375,61219200.0,2.049882173538208,1.6584418813387554,1.6584418813387554,1.6584418813387554,1.6584418813387554
2000-01-11,2.32421875,2.0703125,2.322265625,2.1064453125,46502400.0,1.8625092506408691,1.6875943626676286,1.6875943626676286,1.6875943626676286,1.6875943626676286
2000-01-12,2.15625,2.03515625,2.13671875,2.087890625,21923200.0,1.8461031913757324,1.7074079662561417,1.7074079662561417,1.7074079662561417,1.7074079662561417
2000-01-13,2.20703125,2.09375,2.15625,2.203125,23811200.0,1.9479923248291016,1.7341395616531372,1.7341395616531372,1.7341395616531372,1.7341395616531372
2000-01-14,2.25927734375,2.125,2.2177734375,2.15234375,38908800.0,1.9030921459197998,1.7510348200798034,1.7510348200798034,1.7510348200798034,1.7510348200798034
2000-01-18,2.150390625,1.96484375,2.1484375,2.138671875,38672000.0,1.8910034894943237,1.7637592445720325,1.7637592445720325,1.7637592445720325,1.7637592445720325
2000-01-19,2.12109375,1.87109375,2.12109375,1.96484375,81686400.0,1.737305760383606,1.7615547875563304,1.7615547875563304,1.7615547875563304,1.7615547875563304
2000-01-20,2.046875,1.8359375,2.044921875,1.955078125,39651200.0,1.7286709547042847,1.7590252619523268,1.7590252619523268,1.7590252619523268,1.7590252619523268
2000-01-21,2.021484375,1.9375,1.958984375,1.94921875,25081600.0,1.7234902381896973,1.7564870459692818,1.7564870459692818,1.7564870459692818,1.7564870459692818
2000-01-24,2.001953125,1.73046875,2.001953125,1.732421875,51062400.0,1.531799554824829,1.741507879892985,1.741507879892985,1.741507879892985,1.741507879892985
2000-01-25,1.779296875,1.640625,1.75,1.76953125,38486400.0,1.5646113157272339,1.7420835336049398,1.7304518446326256,1.7304518446326256,1.7304518446326256
2000-01-26,1.775390625,1.6328125,1.775390625,1.6865234375,29126400.0,1.4912161827087402,1.7424864927927652,1.7163791586371029,1.7163791586371029,1.7163791586371029
2000-01-27,1.720703125,1.546875,1.708984375,1.55078125,23321600.0,1.3711936473846436,1.7356938441594443,1.6972021857897441,1.6972021857897441,1.6972021857897441
2000-01-28,1.59765625,1.443359375,1.5625,1.5302734375,44937600.0,1.3530607223510742,1.7210148255030313,1.6790894771877087,1.6790894771877087,1.6790894771877087
2000-01-31,1.6328125,1.40234375,1.537109375,1.462890625,23894400.0,1.2934809923171997,1.6863607962926228,1.6598090529441833,1.6598090529441833,1.6598090529441833
2000-02-01,1.5234375,1.43359375,1.44921875,1.443359375,31091200.0,1.2762115001678467,1.6347827514012654,1.6415425028119768,1.6415425028119768,1.6415425028119768
2000-02-02,1.53125,1.41796875,1.45703125,1.435546875,40953600.0,1.2693039178848267,1.5952357292175292,1.62462256713347,1.62462256713347,1.62462256713347
2000-02-03,1.47265625,1.3984375,1.46875,1.40625,39974400.0,1.2433998584747314,1.5550555070241292,1.6080476667570032,1.6080476667570032,1.6080476667570032
2000-02-04,1.46875,1.41015625,1.4375,1.4609375,34313600.0,1.2917540073394775,1.5113062858581543,1.5948687642812729,1.5948687642812729,1.5948687642812729
2000-02-07,1.748046875,1.453125,1.484375,1.697265625,55174400.0,1.5007141828536987,1.4844810883204143,1.59110258102417,1.59110258102417,1.59110258102417
2000-02-08,1.8671875,1.671875,1.732421875,1.853515625,42739200.0,1.6388696432113647,1.4676721652348836,1.5929397757236774,1.5929397757236774,1.5929397757236774
2000-02-09,1.90625,1.6953125,1.888671875,1.716796875,36944000.0,1.5179837942123413,1.4530507008234659,1.5901636282602947,1.5901636282602947,1.5901636282602947
2000-02-10,1.83203125,1.671875,1.7548828125,1.72998046875,31875200.0,1.529640555381775,1.4397820075352987,1.5880020899432046,1.5880020899432046,1.5880020899432046
2000-02-11,1.76953125,1.66796875,1.732421875,1.748046875,35638400.0,1.5456148386001587,1.4279236475626627,1.5865404605865479,1.5865404605865479,1.5865404605865479
2000-02-14,1.890625,1.75390625,1.7548828125,1.876953125,34112000.0,1.6595933437347412,1.4364432334899901,1.5889755566914876,1.5889755566914876,1.5889755566914876
2000-02-15,2.0,1.859375,1.890625,1.984375,52416000.0,1.7545750141143799,1.4491074800491333,1.5943174746728712,1.5943174746728712,1.5943174746728712
2000-02-16,2.125,1.9921875,2.0,2.0,65075200.0,1.7683905363082886,1.467585770289103,1.599757257848978,1.599757257848978,1.599757257848978
2000-02-17,2.37109375,2.09765625,2.09765625,2.328125,72723200.0,2.05851674079895,1.513407309850057,1.6136590603626135,1.6136590603626135,1.6136590603626135
2000-02-18,2.515625,2.208984375,2.28125,2.408203125,75715200.0,2.129321813583374,1.5651580492655437,1.62882561192793,1.62882561192793,1.62882561192793
2000-02-22,2.390625,2.1328125,2.36328125,2.3408203125,44249600.0,2.069742202758789,1.6169087966283162,1.6414232288088118,1.6414232288088118,1.6414232288088118
2000-02-23,2.4140625,2.3125,2.388671875,2.3671875,25321600.0,2.0930566787719727,1.6713651418685913,1.6539686024188995,1.6539686024188995,1.6539686024188995
2000-02-24,2.43359375,2.2578125,2.39453125,2.29296875,22582400.0,2.0274322032928467,1.7219070275624593,1.6640622132533305,1.6640622132533305,1.6640622132533305
2000-02-25,2.390625,2.09375,2.375,2.2607421875,35862400.0,1.998937726020813,1.772276218732198,1.6728747267472117,1.6728747267472117,1.6728747267472117
2000-02-28,2.2890625,2.15234375,2.208984375,2.216796875,28585600.0,1.9600813388824463,1.816831374168396,1.6802389988532433,1.6802389988532433,1.6802389988532433
2000-02-29,2.3984375,2.21875,2.22265625,2.390625,23766400.0,2.113779306411743,1.857702382405599,1.691077506542206,1.691077506542206,1.691077506542206
2000-03-01,2.541015625,2.369140625,2.369140625,2.4990234375,36835200.0,2.209625005722046,1.895752739906311,1.7037250065222018,1.7037250065222018,1.7037250065222018
2000-03-02,2.5625,2.39453125,2.5234375,2.4375,16652800.0,2.1552255153656006,1.9382355213165283,1.7144750186375208,1.7144750186375208,1.7144750186375208
2000-03-03,2.58984375,2.4375,2.46875,2.49609375,16841600.0,2.2070343494415283,1.9833951075871785,1.7259298867957538,1.7259298867957538,1.7259298867957538
2000-03-06,2.640625,2.46484375,2.5078125,2.57421875,22163200.0,2.2761125564575195,2.032094955444336,1.7384340383789756,1.7384340383789756,1.7384340383789756
2000-03-07,2.65625,2.2890625,2.61328125,2.396484375,19222400.0,2.118959903717041,2.062719392776489,1.7468901687198215,1.7468901687198215,1.7468901687198215
2000-03-08,2.53125,2.234375,2.52392578125,2.310546875,15993600.0,2.0429747104644775,2.081946039199829,1.7533267891925315,1.7533267891925315,1.7533267891925315
2000-03-09,2.375,2.21875,2.34375,2.23828125,14304000.0,1.9790778160095215,2.095991857846578,1.7581300025290632,1.7581300025290632,1.7581300025290632
2000-03-10,2.31640625,2.16796875,2.28125,2.240234375,18297600.0,1.9808049201965332,2.0908110698064166,1.762769063313802,1.762769063313802,1.762769063313802
2000-03-13,2.21484375,2.083984375,2.150390625,2.1171875,18227200.0,1.8720073699951172,2.0736567735672,1.76499841651138,1.76499841651138,1.76499841651138
2000-03-14,2.3046875,2.0,2.154296875,2.12109375,43184000.0,1.8754613399505615,2.060704716046651,1.7672076749801635,1.7672076749801635,1.7672076749801635
2000-03-15,2.19140625,1.99609375,2.14453125,1.998046875,23276800.0,1.7666635513305664,2.038945174217224,1.7714214158058166,1.767197005888995,1.767197005888995
2000-03-16,2.193359375,2.015625,2.1875,2.06640625,17696000.0,1.8271065950393677,2.0255901336669924,1.7782601118087769,1.768349113372656,1.768349113372656
2000-03-17,2.1796875,1.9375,2.0234375,1.9921875,18880000.0,1.761483073234558,2.0097598234812417,1.7840281057357787,1.7682195654455222,1.7682195654455222
2000-03-20,2.15625,1.734375,1.98828125,1.794921875,29299200.0,1.5870614051818848,1.9848918279012044,1.7843044137954711,1.7648647846998993,1.7648647846998993
2000-03-21,1.91015625,1.6640625,1.79296875,1.779296875,48233600.0,1.5732460021972656,1.948856274286906,1.77950350522995,1.761380806836215,1.761380806836215
2000-03-22,2.015625,1.8515625,1.861328125,2.001953125,17088000.0,1.7701177597045898,1.9195557912190755,1.7739082169532776,1.7615368238517217,1.7615368238517217
2000-03-23,2.23828125,2.0625,2.109375,2.17578125,43878400.0,1.9238157272338867,1.9041284720102947,1.775134346485138,1.7643838221566719,1.7643838221566719
2000-03-24,2.2734375,2.16796875,2.18359375,2.19921875,18467200.0,1.9445384740829468,1.8866287469863892,1.7771030521392823,1.7674899368450558,1.7674899368450558
2000-03-27,2.25390625,2.1171875,2.248046875,2.181640625,17868800.0,1.928996205329895,1.8634876569112142,1.776723129749298,1.770227331226155,1.770227331226155
2000-03-28,2.3359375,2.17578125,2.23828125,2.201171875,13974400.0,1.946265459060669,1.8519746939341226,1.7775865960121155,1.7731613000233968,1.7731613000233968
2000-03-29,2.34375,2.03125,2.25,2.08203125,21843200.0,1.8409223556518555,1.8385045369466146,1.776584973335266,1.7742721370009125,1.7742721370009125
2000-03-30,2.025390625,1.84375,2.025390625,1.84375,29782400.0,1.630234956741333,1.8152483463287354,1.7744435572624206,1.771948956674145,1.771948956674145
2000-03-31,2.0078125,1.90625,1.92578125,1.98046875,32233600.0,1.7511214017868042,1.7999361117680868,1.774892566204071,1.7716183605648221,1.7716183605648221
2000-04-03,1.984375,1.875,1.921875,1.876953125,19635200.0,1.6595933437347412,1.7857751766840617,1.7736146283149719,1.7698679696768522,1.7698679696768522
2000-04-04,1.919921875,1.71484375,1.8984375,1.8515625,23440000.0,1.6371426582336426,1.7698872645696004,1.7757214903831482,1.7678260418084952,1.7678260418084952
