Date,High,Low,Open,Close,Volume,Adj Close,CELG-15ma,CELG-50ma,CELG-100ma,CELG-200ma
2000-01-03,2.9322917461395264,2.8020832538604736,2.9166667461395264,2.8203125,8388000.0,2.8203125,2.8203125,2.8203125,2.8203125,2.8203125
2000-01-04,2.7916667461395264,2.5520832538604736,2.78125,2.59375,6110400.0,2.59375,2.70703125,2.70703125,2.70703125,2.70703125
2000-01-05,2.6614582538604736,2.5416667461395264,2.546875,2.6197917461395264,13939200.0,2.6197917461395264,2.6779514153798423,2.6779514153798423,2.6779514153798423,2.6779514153798423
2000-01-06,2.6458332538604736,2.5625,2.6223957538604736,2.5625,5752800.0,2.5625,2.6490885615348816,2.6490885615348816,2.6490885615348816,2.6490885615348816
2000-01-07,2.5729167461395264,2.4479167461395264,2.5625,2.5416667461395264,6768000.0,2.5416667461395264,2.6276041984558107,2.6276041984558107,2.6276041984558107,2.6276041984558107
2000-01-10,2.6666667461395264,2.3958332538604736,2.5208332538604736,2.546875,11500800.0,2.546875,2.614149332046509,2.614149332046509,2.614149332046509,2.614149332046509
2000-01-11,2.5670573711395264,2.4270832538604736,2.5520832538604736,2.4322917461395264,4140000.0,2.4322917461395264,2.58816967691694,2.58816967691694,2.58816967691694,2.58816967691694
2000-01-12,2.4583332538604736,2.2916667461395264,2.4322917461395264,2.3645832538604736,5983200.0,2.3645832538604736,2.5602213740348816,2.5602213740348816,2.5602213740348816,2.5602213740348816
2000-01-13,2.5729167461395264,2.3697917461395264,2.3802082538604736,2.484375,3784800.0,2.484375,2.551793999142117,2.551793999142117,2.551793999142117,2.551793999142117
2000-01-14,2.703125,2.4739582538604736,2.4739582538604736,2.6510417461395264,5460000.0,2.6510417461395264,2.561718773841858,2.561718773841858,2.561718773841858,2.561718773841858
2000-01-18,2.6822917461395264,2.515625,2.6197917461395264,2.6536457538604736,2798400.0,2.6536457538604736,2.5700757720253686,2.5700757720253686,2.5700757720253686,2.5700757720253686
2000-01-19,2.6875,2.4713542461395264,2.5286457538604736,2.625,3964800.0,2.625,2.5746527910232544,2.5746527910232544,2.5746527910232544,2.5746527910232544
2000-01-20,2.8229167461395264,2.59375,2.625,2.8020832538604736,6938400.0,2.8020832538604736,2.5921474420107327,2.5921474420107327,2.5921474420107327,2.5921474420107327
2000-01-21,2.8541667461395264,2.6458332538604736,2.8411457538604736,2.703125,10968000.0,2.703125,2.6000744104385376,2.6000744104385376,2.6000744104385376,2.6000744104385376
2000-01-24,2.9375,2.75,2.75,2.84375,14844000.0,2.84375,2.616319449742635,2.616319449742635,2.616319449742635,2.616319449742635
2000-01-25,2.9368488788604736,2.703125,2.8307292461395264,2.8020832538604736,9484800.0,2.8020832538604736,2.615104166666667,2.6279296875,2.6279296875,2.6279296875
2000-01-26,3.3958332538604736,2.8385417461395264,2.8645832538604736,3.3541667461395264,18441600.0,3.3541667461395264,2.665798616409302,2.6706495144787956,2.6706495144787956,2.6706495144787956
2000-01-27,3.3333332538604736,2.9895832538604736,3.3177082538604736,3.1458332538604736,7207200.0,3.1458332538604736,2.7008680502573648,2.697048611111111,2.697048611111111,2.697048611111111
2000-01-28,3.171875,2.7291667461395264,2.7916667461395264,3.0520832538604736,6100800.0,3.0520832538604736,2.733506933848063,2.715734644940025,2.715734644940025,2.715734644940025
2000-01-31,3.0963542461395264,2.8645832538604736,3.0,2.90625,5976000.0,2.90625,2.757812484105428,2.7252604126930238,2.7252604126930238,2.7252604126930238
2000-02-01,3.0260417461395264,2.8333332538604736,2.9583332538604736,2.984375,5318400.0,2.984375,2.786979150772095,2.7375992025647844,2.7375992025647844,2.7375992025647844
2000-02-02,3.125,2.9583332538604736,2.9583332538604736,3.125,6096000.0,3.125,2.8331597010294596,2.7552083297209307,2.7552083297209307,2.7552083297209307
2000-02-03,3.25,3.125,3.1380207538604736,3.2239582538604736,4334400.0,3.2239582538604736,2.890451367696126,2.7755887612052588,2.7755887612052588,2.7755887612052588
2000-02-04,3.796875,3.21875,3.21875,3.796875,16171200.0,3.796875,2.9779513676961265,2.818142354488373,2.818142354488373,2.818142354488373
2000-02-07,4.177083492279053,3.5729167461395264,3.5807292461395264,3.9869792461395264,17155200.0,3.9869792461395264,3.0670138676961263,2.8648958301544187,2.8648958301544187,2.8648958301544187
2000-02-08,4.348958492279053,4.005208492279053,4.0625,4.15625,17539200.0,4.15625,3.167187484105428,2.914563298225403,2.914563298225403,2.914563298225403
2000-02-09,4.583333492279053,4.020833492279053,4.1015625,4.479166507720947,15475200.0,4.479166507720947,3.2907985846201577,2.972511565243756,2.972511565243756,2.972511565243756
2000-02-10,4.666666507720947,4.291666507720947,4.4375,4.291666507720947,8728800.0,4.291666507720947,3.390104134877523,3.019624241760799,3.019624241760799,3.019624241760799
2000-02-11,5.020833492279053,4.479166507720947,4.5,4.932291507720947,60552000.0,4.932291507720947,3.5387152353922526,3.085578285414597,3.085578285414597,3.085578285414597
2000-02-14,4.927083492279053,4.822916507720947,4.916666507720947,4.828125,19017600.0,4.828125,3.6710069020589193,3.143663175900777,3.143663175900777,3.143663175900777
2000-02-15,4.84375,4.71875,4.828125,4.739583492279053,17918400.0,4.739583492279053,3.800173584620158,3.1951444764291086,3.1951444764291086,3.1951444764291086
2000-02-16,5.916666507720947,4.739583492279053,4.744791507720947,5.583333492279053,25797600.0,5.583333492279053,3.9487847010294597,3.2697753831744194,3.2697753831744194,3.2697753831744194
2000-02-17,6.145833492279053,5.6875,5.8125,5.958333492279053,16329600.0,5.958333492279053,4.136284716924032,3.351246841026075,3.351246841026075,3.351246841026075
2000-02-18,6.190104007720947,5.416666507720947,6.0390625,5.708333492279053,11601600.0,5.708333492279053,4.313368066151937,3.420572919004104,3.420572919004104,3.420572919004104
2000-02-22,5.791666507720947,5.041666507720947,5.669270992279053,5.625,13624800.0,5.625,4.494618066151937,3.4835565498897005,3.4835565498897005,3.4835565498897005
2000-02-23,5.979166507720947,5.645833492279053,5.661458492279053,5.864583492279053,9751200.0,5.864583492279053,4.686631965637207,3.5496961871782937,3.5496961871782937,3.5496961871782937
2000-02-24,6.083333492279053,5.645833492279053,5.828125,5.828125,12336000.0,5.828125,4.866840298970541,3.6112753442815833,3.6112753442815833,3.6112753442815833
2000-02-25,6.364583492279053,5.8125,5.8125,5.924479007720947,19188000.0,5.924479007720947,5.046875015894572,3.6721491248984086,3.6721491248984086,3.6721491248984086
2000-02-28,6.666666507720947,5.989583492279053,5.989583492279053,6.625,10572000.0,6.625,5.2354166825612385,3.7478632499010134,3.7478632499010134,3.7478632499010134
2000-02-29,7.114583492279053,6.458333492279053,6.708333492279053,6.895833492279053,10459200.0,6.895833492279053,5.429340298970541,3.8265625059604647,3.8265625059604647,3.8265625059604647
2000-03-01,7.104166507720947,6.833333492279053,6.895833492279053,6.90625,4452000.0,6.90625,5.612673632303873,3.90167683508338,3.90167683508338,3.90167683508338
2000-03-02,7.333333492279053,6.9375,7.114583492279053,7.083333492279053,5560800.0,7.083333492279053,5.786284764607747,3.9774305650166104,3.9774305650166104,3.9774305650166104
2000-03-03,7.510416507720947,7.25,7.25,7.5,5100000.0,7.5,6.000173664093017,4.059350784434828,4.059350784434828,4.059350784434828
2000-03-06,7.791666507720947,7.208333492279053,7.270833492279053,7.669270992279053,6840000.0,7.669270992279053,6.182638963063558,4.141394425522197,4.141394425522197,4.141394425522197
2000-03-07,7.7421875,7.390625,7.677083492279053,7.401041507720947,4197600.0,7.401041507720947,6.3541667302449545,4.213831027348836,4.213831027348836,4.213831027348836
2000-03-08,7.419270992279053,6.770833492279053,7.416666507720947,7.104166507720947,10965600.0,7.104166507720947,6.5118055979410805,4.276664407356925,4.276664407356925,4.276664407356925
2000-03-09,7.385416507720947,6.895833492279053,7.0625,7.3359375,6324000.0,7.3359375,6.628645865122477,4.341755324221672,4.341755324221672,4.341755324221672
2000-03-10,7.450520992279053,6.958333492279053,7.3125,7.020833492279053,5443200.0,7.020833492279053,6.69947919845581,4.397569452722867,4.397569452722867,4.397569452722867
2000-03-13,7.083333492279053,6.65625,6.955729007720947,6.791666507720947,10984800.0,6.791666507720947,6.77170139948527,4.446428576294257,4.446428576294257,4.446428576294257
2000-03-14,7.21875,4.5625,7.125,5.489583492279053,40080000.0,5.489583492279053,6.762673632303874,4.467291674613953,4.467291674613953,4.467291674613953
2000-03-15,5.872395992279053,5.020833492279053,5.416666507720947,5.182291507720947,14284800.0,5.182291507720947,6.7171875,4.514531254768372,4.481311279184678,4.481311279184678
2000-03-16,5.541666507720947,4.71875,5.5,5.020833492279053,15134400.0,5.020833492279053,6.6633680661519366,4.5630729246139525,4.49168670635957,4.49168670635957
2000-03-17,5.473958492279053,5.0,5.010416507720947,5.330729007720947,11743200.0,5.330729007720947,6.623784732818604,4.6172916698455815,4.507517693177709,4.507517693177709
2000-03-20,5.583333492279053,4.604817867279053,5.583333492279053,4.609375,8582400.0,4.609375,6.489409732818603,4.658229169845581,4.509403939600344,4.509403939600344
2000-03-21,4.916666507720947,3.6223957538604736,4.234375,4.908854007720947,43454400.0,4.908854007720947,6.356944433848063,4.70557291507721,4.516666668111628,4.516666668111628
2000-03-22,5.684895992279053,4.916666507720947,5.0,5.458333492279053,9525600.0,5.458333492279053,6.260416666666667,4.763802084922791,4.533482147114618,4.533482147114618
2000-03-23,5.65625,5.031900882720947,5.645833492279053,5.208333492279053,4850400.0,5.208333492279053,6.135416666666667,4.819322919845581,4.545321644398204,4.545321644398204
2000-03-24,5.449869632720947,4.979166507720947,5.416666507720947,5.130208492279053,4080000.0,5.130208492279053,5.977430566151937,4.8746354246139525,4.55540590039615,4.55540590039615
2000-03-27,5.3671875,5.2109375,5.213541507720947,5.296875,4742400.0,5.296875,5.819270833333333,4.930885424613953,4.567973173270791,4.567973173270791
2000-03-28,5.322916507720947,4.34375,5.270833492279053,4.34375,7944000.0,4.34375,5.61545139948527,4.964739589691162,4.564236120382945,4.564236120382945
2000-03-29,4.583333492279053,3.9479167461395264,4.541666507720947,3.9635417461395264,19756800.0,3.9635417461395264,5.406076415379842,4.990937509536743,4.554388671624856,4.554388671624856
2000-03-30,4.229166507720947,3.46875,3.8541667461395264,3.6328125,16538400.0,3.6328125,5.159201415379842,5.0110937595367435,4.539524539824455,4.539524539824455
2000-03-31,4.395833492279053,3.7916667461395264,3.7916667461395264,4.1484375,16058400.0,4.1484375,4.967708349227905,5.038020844459534,4.5333168090335905,4.5333168090335905
2000-04-03,4.526041507720947,3.9270832538604736,4.526041507720947,3.9583332538604736,17395200.0,3.9583332538604736,4.778819465637207,5.063125009536743,4.524332690984011,4.524332690984011
2000-04-04,4.166666507720947,2.8958332538604736,4.166666507720947,3.2447917461395264,24564000.0,3.2447917461395264,4.629166682561238,5.071145844459534,4.504647445678711,4.504647445678711
2000-04-05,3.7604167461395264,3.1302082538604736,3.1666667461395264,3.5807292461395264,18163200.0,3.5807292461395264,4.522395865122477,5.086718764305115,4.490648685079632,4.490648685079632
2000-04-06,4.166666507720947,3.6770832538604736,3.8125,4.1328125,13831200.0,4.1328125,4.463194465637207,5.102291679382324,4.4853078464963545,4.4853078464963545
2000-04-07,4.536458492279053,4.083333492279053,4.463541507720947,4.291666507720947,8680800.0,4.291666507720947,4.393923632303873,5.1252083444595335,4.4824601797496575,4.4824601797496575
2000-04-10,4.578125,4.114583492279053,4.3125,4.135416507720947,11640000.0,4.135416507720947,4.36232639948527,5.1468750095367435,4.477430561314458,4.477430561314458
2000-04-11,4.5,4.0,4.3359375,4.213541507720947,17088000.0,4.213541507720947,4.315972232818604,5.173020839691162,4.473660717691694,4.473660717691694
2000-04-12,4.333333492279053,3.75,4.166666507720947,4.15625,12439200.0,4.15625,4.229166666666667,5.196458339691162,4.469190144203078,4.469190144203078
2000-04-13,4.458333492279053,4.0,4.161458492279053,4.421875,11167200.0,4.421875,4.17673610051473,5.2223958396911625,4.468532989422481,4.468532989422481
2000-04-14,4.325520992279053,3.5416667461395264,4.317708492279053,3.7552082538604736,14479200.0,3.7552082538604736,4.085069417953491,5.233020839691162,4.458761417702453,4.458761417702453
2000-04-17,3.65625,3.125,3.5,3.484375,8328800.0,3.484375,3.964236084620158,5.226770839691162,4.445594033679447,4.445594033679447
2000-04-18,4.234375,3.515625,3.515625,4.203125,10281600.0,4.203125,3.9548610846201577,5.231093754768372,4.442361113230388,4.442361113230388
2000-04-19,5.25,4.25,4.65625,4.6875,15020000.0,4.6875,4.003124968210856,5.241718754768372,4.445586624898408,4.445586624898408
2000-04-20,4.96875,4.4375,4.84375,4.5,3920800.0,4.5,4.060937468210856,5.242135424613952,4.44629329210752,4.44629329210752
2000-04-24,4.375,3.75,4.21875,4.0,9980800.0,4.0,4.051041634877523,5.236302094459534,4.440571583234346,4.440571583234346
2000-04-25,4.765625,3.875,4.125,4.6875,11476000.0,4.6875,4.099652751286825,5.2314062643051145,4.443697259395937,4.443697259395937
2000-04-26,5.375,5.09375,5.171875,5.171875,18676000.0,5.171875,4.228124968210856,5.238281264305114,4.452799481153488,4.452799481153488
2000-04-27,5.921875,4.5,4.71875,5.859375,12516800.0,5.859375,4.380034685134888,5.260677094459534,4.47016461101579,4.47016461101579
2000-04-28,6.109375,5.4375,6.03125,5.8828125,16356000.0,5.8828125,4.496701351801554,5.266666674613953,4.487392024296086,4.487392024296086
2000-05-01,6.125,5.625,6.1171875,5.921875,14780800.0,5.921875,4.605381917953491,5.265937504768371,4.504674951714206,4.504674951714206
2000-05-02,6.1875,5.734375,5.8125,5.9453125,16160000.0,5.9453125,4.726041650772094,5.270677084922791,4.521825398717608,4.521825398717608
2000-05-03,6.0,5.5,5.8671875,6.0,5656800.0,6.0,4.845138883590698,5.278177084922791,4.539215688144459,4.539215688144459
