Date,High,Low,Open,Close,Volume,Adj Close,IDXX-15ma,IDXX-50ma,IDXX-100ma,IDXX-200ma
2000-01-03,4.0625,3.984375,4.0078125,4.015625,1220000.0,4.015625,4.015625,4.015625,4.015625,4.015625
2000-01-04,3.984375,3.625,3.953125,3.65625,4204000.0,3.65625,3.8359375,3.8359375,3.8359375,3.8359375
2000-01-05,3.8125,3.6875,3.75,3.765625,3565200.0,3.765625,3.8125,3.8125,3.8125,3.8125
2000-01-06,3.78125,3.71875,3.765625,3.75,2865200.0,3.75,3.796875,3.796875,3.796875,3.796875
2000-01-07,3.96875,3.6875,3.7578125,3.953125,2336000.0,3.953125,3.828125,3.828125,3.828125,3.828125
2000-01-10,4.109375,3.921875,3.953125,4.09375,620400.0,4.09375,3.8723958333333335,3.8723958333333335,3.8723958333333335,3.8723958333333335
2000-01-11,4.453125,4.09375,4.109375,4.4375,2500800.0,4.4375,3.953125,3.953125,3.953125,3.953125
2000-01-12,4.4375,4.296875,4.34375,4.375,1569600.0,4.375,4.005859375,4.005859375,4.005859375,4.005859375
2000-01-13,4.4375,4.3125,4.421875,4.4375,1152400.0,4.4375,4.053819444444445,4.053819444444445,4.053819444444445,4.053819444444445
2000-01-14,4.546875,4.3125,4.390625,4.421875,1019600.0,4.421875,4.090625,4.090625,4.090625,4.090625
2000-01-18,4.40625,4.28125,4.390625,4.28125,3671600.0,4.28125,4.107954545454546,4.107954545454546,4.107954545454546,4.107954545454546
2000-01-19,4.296875,4.1875,4.2890625,4.21875,2106800.0,4.21875,4.1171875,4.1171875,4.1171875,4.1171875
2000-01-20,4.21875,3.96875,4.1875,4.125,1270400.0,4.125,4.117788461538462,4.117788461538462,4.117788461538462,4.117788461538462
2000-01-21,4.171875,4.0703125,4.125,4.09375,461600.0,4.09375,4.116071428571429,4.116071428571429,4.116071428571429,4.116071428571429
2000-01-24,4.109375,4.0,4.09375,4.015625,758400.0,4.015625,4.109375,4.109375,4.109375,4.109375
2000-01-25,4.03125,3.765625,4.0078125,3.78125,5472800.0,3.78125,4.09375,4.0888671875,4.0888671875,4.0888671875
2000-01-26,4.125,3.796875,3.84375,3.984375,2132400.0,3.984375,4.115625,4.082720588235294,4.082720588235294,4.082720588235294
2000-01-27,4.0,3.90625,3.96875,3.90625,740400.0,3.90625,4.125,4.072916666666667,4.072916666666667,4.072916666666667
2000-01-28,4.21875,3.890625,4.015625,4.0,723600.0,4.0,4.141666666666667,4.069078947368421,4.069078947368421,4.069078947368421
2000-01-31,3.9375,3.65625,3.9140625,3.765625,1909200.0,3.765625,4.129166666666666,4.05390625,4.05390625,4.05390625
2000-02-01,4.15625,3.734375,3.84375,4.0625,1814000.0,4.0625,4.127083333333333,4.054315476190476,4.054315476190476,4.054315476190476
2000-02-02,4.15625,3.9375,3.9921875,4.109375,1836000.0,4.109375,4.105208333333334,4.056818181818182,4.056818181818182,4.056818181818182
2000-02-03,4.375,4.125,4.171875,4.375,1960400.0,4.375,4.105208333333334,4.070652173913044,4.070652173913044,4.070652173913044
2000-02-04,4.484375,4.3125,4.3203125,4.421875,1971200.0,4.421875,4.104166666666667,4.085286458333333,4.085286458333333,4.085286458333333
2000-02-07,4.5,4.4375,4.46875,4.484375,1440400.0,4.484375,4.108333333333333,4.10125,4.10125,4.10125
2000-02-08,4.8125,4.46875,4.5,4.71875,1374400.0,4.71875,4.1375,4.125,4.125,4.125
2000-02-09,4.640625,4.484375,4.59375,4.484375,709600.0,4.484375,4.155208333333333,4.138310185185185,4.138310185185185,4.138310185185185
2000-02-10,4.5625,4.4375,4.5625,4.5,1322000.0,4.5,4.180208333333334,4.151227678571429,4.151227678571429,4.151227678571429
2000-02-11,4.5625,4.46875,4.5,4.4921875,762000.0,4.4921875,4.206770833333334,4.162984913793103,4.162984913793103,4.162984913793103
2000-02-14,4.625,4.46875,4.484375,4.578125,912400.0,4.578125,4.244270833333333,4.176822916666667,4.176822916666667,4.176822916666667
2000-02-15,4.71875,4.484375,4.53125,4.53125,1932800.0,4.53125,4.294270833333333,4.188256048387097,4.188256048387097,4.188256048387097
2000-02-16,5.1875,4.53125,4.625,5.0625,1170000.0,5.0625,4.366145833333333,4.215576171875,4.215576171875,4.215576171875
2000-02-17,5.25,4.9375,4.96875,5.15625,1514000.0,5.15625,4.449479166666666,4.2440814393939394,4.2440814393939394,4.2440814393939394
2000-02-18,5.234375,4.875,5.21875,4.96875,1434800.0,4.96875,4.5140625,4.2653952205882355,4.2653952205882355,4.2653952205882355
2000-02-22,5.09375,4.96875,4.96875,5.09375,845200.0,5.09375,4.602604166666667,4.2890625,4.2890625,4.2890625
2000-02-23,5.8125,5.03125,5.03125,5.75,1756800.0,5.75,4.715104166666666,4.329644097222222,4.329644097222222,4.329644097222222
2000-02-24,6.25,5.625,5.765625,6.078125,1912400.0,6.078125,4.846354166666667,4.376900337837838,4.376900337837838,4.376900337837838
2000-02-25,7.609375,5.9375,6.015625,7.046875,7387600.0,7.046875,5.024479166666667,4.447162828947368,4.447162828947368,4.447162828947368
2000-02-28,7.21875,6.75,7.015625,7.140625,4328400.0,7.140625,5.205729166666667,4.516225961538462,4.516225961538462,4.516225961538462
2000-02-29,7.5,6.953125,7.09375,7.390625,4144800.0,7.390625,5.399479166666667,4.5880859375,4.5880859375,4.5880859375
2000-03-01,7.484375,7.08203125,7.375,7.28125,2490800.0,7.28125,5.5703125,4.653772865853658,4.653772865853658,4.653772865853658
2000-03-02,7.25,7.03125,7.1796875,7.171875,1358400.0,7.171875,5.749479166666666,4.713727678571429,4.713727678571429,4.713727678571429
2000-03-03,7.25,7.125,7.125,7.25,830800.0,7.25,5.9328125,4.772710755813954,4.772710755813954,4.772710755813954
2000-03-06,7.3125,7.03125,7.171875,7.09375,3761200.0,7.09375,6.10625,4.8254616477272725,4.8254616477272725,4.8254616477272725
2000-03-07,7.015625,6.75,7.0,6.921875,2091200.0,6.921875,6.2625,4.872048611111111,4.872048611111111,4.872048611111111
2000-03-08,7.03125,6.40625,6.796875,7.0,1628800.0,7.0,6.427083333333333,4.918308423913044,4.918308423913044,4.918308423913044
2000-03-09,7.15625,6.875,6.9375,7.125,1281600.0,7.125,6.564583333333333,4.965259308510638,4.965259308510638,4.965259308510638
2000-03-10,7.46875,6.90625,7.0625,6.984375,2014000.0,6.984375,6.686458333333333,5.00732421875,5.00732421875,5.00732421875
2000-03-13,6.9375,6.625,6.9296875,6.625,855200.0,6.625,6.796875,5.040338010204081,5.040338010204081,5.040338010204081
2000-03-14,6.8125,6.1875,6.625,6.390625,1654000.0,6.390625,6.883333333333334,5.06734375,5.06734375,5.06734375
2000-03-15,6.90625,6.28125,6.390625,6.671875,1332800.0,6.671875,6.944791666666666,5.12046875,5.098805147058823,5.098805147058823
2000-03-16,7.046875,6.6875,6.8203125,7.046875,1070000.0,7.046875,7.009375,5.18828125,5.136268028846154,5.136268028846154
2000-03-17,7.09375,6.234375,6.9453125,6.453125,702800.0,6.453125,6.969791666666667,5.24203125,5.161114386792453,5.161114386792453
2000-03-20,6.90625,6.28125,6.40625,6.59375,1115600.0,6.59375,6.933333333333334,5.29890625,5.187644675925926,5.187644675925926
2000-03-21,6.765625,6.484375,6.59375,6.765625,796800.0,6.765625,6.891666666666667,5.35515625,5.216335227272728,5.216335227272728
2000-03-22,6.8125,6.53125,6.78125,6.765625,984400.0,6.765625,6.857291666666667,5.40859375,5.244001116071429,5.244001116071429
2000-03-23,6.8125,6.703125,6.75,6.765625,429200.0,6.765625,6.830208333333333,5.45515625,5.2706962719298245,5.2706962719298245
2000-03-24,6.796875,6.6875,6.7421875,6.71875,794000.0,6.71875,6.794791666666667,5.50203125,5.295662715517241,5.295662715517241
2000-03-27,6.78125,6.59375,6.625,6.6953125,1518000.0,6.6953125,6.768229166666667,5.5471875,5.319385593220339,5.319385593220339
2000-03-28,6.71875,6.53125,6.6875,6.546875,1005200.0,6.546875,6.743229166666667,5.5896875,5.33984375,5.33984375
2000-03-29,6.546875,6.375,6.5,6.375,781200.0,6.375,6.7015625,5.6315625,5.356813524590164,5.356813524590164
2000-03-30,6.390625,5.4375,6.390625,5.5,574400.0,5.5,6.593229166666666,5.6571875,5.359122983870968,5.359122983870968
2000-03-31,5.9375,5.125,5.75,5.828125,1414800.0,5.828125,6.516145833333334,5.69125,5.3665674603174605,5.3665674603174605
2000-04-03,5.84375,5.46875,5.84375,5.734375,414400.0,5.734375,6.456770833333334,5.7240625,5.372314453125,5.372314453125
2000-04-04,5.78125,5.421875,5.78125,5.5,503200.0,5.5,6.397395833333333,5.75375,5.374278846153846,5.374278846153846
2000-04-05,5.75,5.40625,5.46875,5.546875,950400.0,5.546875,6.322395833333333,5.7890625,5.3768939393939394,5.3768939393939394
2000-04-06,5.921875,5.53125,5.53125,5.921875,258800.0,5.921875,6.247395833333333,5.8278125,5.385027985074627,5.385027985074627
2000-04-07,5.953125,5.515625,5.875,5.734375,282800.0,5.734375,6.199479166666666,5.864375,5.390165441176471,5.390165441176471
2000-04-10,5.96875,5.484375,5.78125,5.484375,336000.0,5.484375,6.125520833333334,5.8940625,5.391530797101449,5.391530797101449
2000-04-11,5.59375,5.28125,5.484375,5.328125,418400.0,5.328125,6.0296875,5.9253125,5.390625,5.390625
2000-04-12,5.5,5.3125,5.4375,5.4375,944000.0,5.4375,5.941145833333334,5.9528125,5.391285211267606,5.391285211267606
2000-04-13,6.15625,5.3125,5.46875,5.5625,1354800.0,5.5625,5.8609375,5.981875,5.393663194444445,5.393663194444445
2000-04-14,6.125,5.53125,5.5625,5.921875,1571200.0,5.921875,5.8078125,6.0128125,5.400898972602739,5.400898972602739
2000-04-17,6.34375,5.875,5.875,6.34375,2034000.0,6.34375,5.784375,6.05125,5.413640202702703,5.413640202702703
2000-04-18,6.3125,6.171875,6.25,6.203125,1342400.0,6.203125,5.761458333333334,6.085625,5.424166666666666,5.424166666666666
2000-04-19,6.296875,6.15625,6.21875,6.15625,1090800.0,6.15625,5.746875,6.114375,5.433799342105263,5.433799342105263
2000-04-20,6.453125,6.15625,6.15625,6.4375,1204800.0,6.4375,5.809375,6.1534375,5.446834415584416,5.446834415584416
2000-04-24,6.25,6.171875,6.21875,6.21875,614000.0,6.21875,5.835416666666666,6.1878125,5.456730769230769,5.456730769230769
2000-04-25,6.625,6.21875,6.21875,6.234375,1476400.0,6.234375,5.86875,6.22265625,5.466574367088608,5.466574367088608
2000-04-26,6.34375,6.1875,6.1875,6.3125,582800.0,6.3125,5.922916666666667,6.25734375,5.4771484375,5.4771484375
2000-04-27,6.34375,6.125,6.1875,6.34375,393200.0,6.34375,5.976041666666666,6.29359375,5.487847222222222,5.487847222222222
2000-04-28,6.5625,6.28125,6.28125,6.5625,1351200.0,6.5625,6.01875,6.32359375,5.500952743902439,5.500952743902439
2000-05-01,7.4375,6.84375,7.34375,7.03125,2441600.0,7.03125,6.105208333333334,6.36109375,5.519390060240964,5.519390060240964
