Date,High,Low,Open,Close,Volume,Adj Close,TEL-15ma,TEL-50ma,TEL-100ma,TEL-200ma
2007-06-14,39.2599983215332,37.0,37.0,38.849998474121094,662600.0,29.719253540039062,29.719253540039062,29.719253540039062,29.719253540039062,29.719253540039062
2007-06-15,39.099998474121094,38.25,39.099998474121094,38.79999923706055,1150000.0,29.681001663208008,29.700127601623535,29.700127601623535,29.700127601623535,29.700127601623535
2007-06-18,39.099998474121094,37.150001525878906,39.04999923706055,37.150001525878906,853600.0,28.418804168701172,29.273019790649414,29.273019790649414,29.273019790649414,29.273019790649414
2007-06-19,37.70000076293945,36.099998474121094,37.150001525878906,36.70000076293945,951000.0,28.074560165405273,28.97340488433838,28.97340488433838,28.97340488433838,28.97340488433838
2007-06-20,36.83000183105469,35.33000183105469,36.83000183105469,35.95000076293945,1721800.0,27.500829696655273,28.67888984680176,28.67888984680176,28.67888984680176,28.67888984680176
2007-06-21,36.70000076293945,35.75,36.0,36.70000076293945,537700.0,28.074560165405273,28.578168233235676,28.578168233235676,28.578168233235676,28.578168233235676
2007-06-22,39.5,36.79999923706055,37.0,38.95000076293945,250300.0,29.79575538635254,28.752109255109513,28.752109255109513,28.752109255109513,28.752109255109513
2007-06-25,40.0,38.25,39.099998474121094,39.25,203200.0,30.02524757385254,28.911251544952393,28.911251544952393,28.911251544952393,28.911251544952393
2007-06-26,39.79999923706055,39.20000076293945,39.310001373291016,39.5,119600.0,30.216482162475586,29.056277169121635,29.056277169121635,29.056277169121635,29.056277169121635
2007-06-27,39.79999923706055,39.0,39.5,39.75,270700.0,30.40772247314453,29.191421699523925,29.191421699523925,29.191421699523925,29.191421699523925
2007-06-28,39.95000076293945,39.5,39.75,39.599998474121094,151200.0,30.292993545532227,29.29156459461559,29.29156459461559,29.29156459461559,29.29156459461559
2007-06-29,39.900001525878906,38.75,39.83000183105469,39.060001373291016,1701900.0,29.87990951538086,29.340593338012695,29.340593338012695,29.340593338012695,29.340593338012695
2007-07-02,40.630001068115234,38.97999954223633,39.20000076293945,39.970001220703125,2000500.0,30.576025009155273,29.435626543485203,29.435626543485203,29.435626543485203,29.435626543485203
2007-07-03,40.61000061035156,39.08000183105469,39.97999954223633,39.65999984741211,3752400.0,30.338878631591797,29.50014454977853,29.50014454977853,29.50014454977853,29.50014454977853
2007-07-05,41.279998779296875,39.2400016784668,39.599998474121094,39.45000076293945,4277800.0,30.178239822387695,29.545350901285808,29.545350901285808,29.545350901285808,29.545350901285808
2007-07-06,39.91999816894531,38.79999923706055,39.400001525878906,39.81999969482422,3950700.0,30.461280822753906,29.59481938680013,29.602596521377563,29.602596521377563,29.602596521377563
2007-07-09,40.400001525878906,38.47999954223633,39.54999923706055,40.29999923706055,5369500.0,30.828468322753906,29.67131716410319,29.67470662734088,29.67470662734088,29.67470662734088
2007-07-10,39.5,38.47999954223633,39.5,39.0,5483200.0,29.834003448486328,29.765663782755535,29.683556450737846,29.683556450737846,29.683556450737846
2007-07-11,39.25,38.70000076293945,39.0,39.060001373291016,5964800.0,29.87990951538086,29.88602040608724,29.693890822561162,29.693890822561162,29.693890822561162
2007-07-12,39.060001373291016,38.310001373291016,38.95000076293945,39.0099983215332,4094400.0,29.841646194458008,30.04207483927409,29.701278591156004,29.701278591156004,29.701278591156004
2007-07-13,39.88999938964844,38.0,38.29999923706055,39.470001220703125,2064600.0,30.193544387817383,30.18334045410156,29.724719819568453,29.724719819568453,29.724719819568453
2007-07-16,39.849998474121094,37.06999969482422,38.0,39.29999923706055,2514800.0,30.06348991394043,30.20118942260742,29.740118460221723,29.740118460221723,29.740118460221723
2007-07-17,39.5,38.27000045776367,39.02000045776367,38.86000061035156,3913400.0,29.726900100708008,30.18129959106445,29.73954374893852,29.73954374893852,29.73954374893852
2007-07-18,38.86000061035156,36.599998474121094,36.95000076293945,37.939998626708984,4909400.0,29.023130416870117,30.10174280802409,29.70969319343567,29.70969319343567,29.70969319343567
2007-07-19,38.45000076293945,37.630001068115234,38.040000915527344,38.099998474121094,2078400.0,29.145519256591797,30.017595926920574,29.687126235961912,29.687126235961912,29.687126235961912
2007-07-20,38.18000030517578,37.869998931884766,38.099998474121094,38.029998779296875,3406800.0,29.09197235107422,29.93752784729004,29.664235701927772,29.664235701927772,29.664235701927772
2007-07-23,39.0,35.099998474121094,35.099998474121094,38.90999984741211,2164400.0,29.76515007019043,29.929877217610677,29.667973271122687,29.667973271122687,29.667973271122687
2007-07-24,39.220001220703125,38.130001068115234,38.720001220703125,38.400001525878906,2119000.0,29.375001907348633,29.849809010823567,29.657510008130753,29.657510008130753,29.657510008130753
2007-07-25,38.56999969482422,38.0,38.25,38.470001220703125,2421500.0,29.428558349609375,29.78912099202474,29.649615123354156,29.649615123354156,29.649615123354156
2007-07-26,38.29999923706055,36.720001220703125,38.0,37.560001373291016,3610800.0,28.732437133789062,29.692734146118163,29.619042523701985,29.619042523701985,29.619042523701985
2007-07-27,38.130001068115234,35.72999954223633,36.0,36.95000076293945,2912600.0,28.265804290771484,29.546369043986,29.57538967747842,29.57538967747842,29.57538967747842
2007-07-30,36.45000076293945,35.58000183105469,36.400001525878906,36.04999923706055,2915500.0,27.577329635620117,29.32962646484375,29.51295030117035,29.51295030117035,29.51295030117035
2007-07-31,36.08000183105469,35.70000076293945,36.04999923706055,35.81999969482422,2148800.0,27.401386260986328,29.167451985677083,29.448963512073863,29.448963512073863,29.448963512073863
2007-08-01,36.0,34.7599983215332,34.91999816894531,35.220001220703125,3771700.0,26.942398071289062,28.971617889404296,29.375240999109604,29.375240999109604,29.375240999109604
2007-08-02,35.5,34.09000015258789,34.61000061035156,35.27000045776367,2519100.0,26.980642318725586,28.780884297688804,29.306823893955777,29.306823893955777,29.306823893955777
2007-08-03,35.43000030517578,35.0,35.099998474121094,35.09000015258789,2445000.0,26.84294891357422,28.55751126607259,29.23838292227851,29.23838292227851,29.23838292227851
2007-08-06,35.31999969482422,34.97999954223633,35.20000076293945,35.150001525878906,3896600.0,26.888845443725586,28.3458683013916,29.17488190934465,29.17488190934465,29.17488190934465
2007-08-07,35.380001068115234,34.0,34.849998474121094,34.849998474121094,2624200.0,26.659358978271484,28.141365559895835,29.1086839374743,29.1086839374743,29.1086839374743
2007-08-08,35.470001220703125,32.09000015258789,32.09000015258789,34.7400016784668,3355800.0,26.575210571289062,27.978170903523765,29.04372308193109,29.04372308193109,29.04372308193109
2007-08-09,34.77000045776367,33.619998931884766,34.29999923706055,33.72999954223633,2058600.0,25.80258560180664,27.75530865987142,28.96269464492798,28.96269464492798,28.96269464492798
2007-08-10,33.72999954223633,32.380001068115234,33.72999954223633,32.810001373291016,6034600.0,25.098819732666016,27.489098485310873,28.868453793409394,28.868453793409394,28.868453793409394
2007-08-13,33.25,32.38999938964844,33.0,32.9900016784668,3860000.0,25.23650360107422,27.187188720703126,28.781978788829985,28.781978788829985,28.781978788829985
2007-08-14,33.25,32.119998931884766,33.130001068115234,32.45000076293945,6021900.0,24.823415756225586,26.88374964396159,28.68991918342058,28.68991918342058,28.68991918342058
2007-08-15,33.2400016784668,32.5,32.529998779296875,32.959999084472656,4280500.0,25.21355628967285,26.602749506632488,28.610910935835406,28.610910935835406,28.610910935835406
2007-08-16,33.25,32.0,32.060001373291016,33.040000915527344,4133300.0,25.274755477905273,26.372237396240234,28.536774147881403,28.536774147881403,28.536774147881403
2007-08-17,35.22999954223633,33.5,33.900001525878906,35.099998474121094,3026600.0,26.850597381591797,26.27789026896159,28.500118131222933,28.500118131222933,28.500118131222933
2007-08-20,35.97999954223633,34.599998474121094,34.869998931884766,34.95000076293945,1948800.0,26.735857009887695,26.22179209391276,28.462580660556224,28.462580660556224,28.462580660556224
2007-08-21,34.970001220703125,33.849998474121094,33.900001525878906,34.66999816894531,2257600.0,26.52165985107422,26.163143666585288,28.422144810358684,28.422144810358684,28.422144810358684
